Image,Severity,Method,MSE,PSNR (dB),SSIM,Coherence,Match score (%),Runtime (s),Ridge endings,Bifurcations
107__M_Left_middle_finger.BMP,0.35,Global HE baseline,0.017498607549342043,17.56996508896406,0.6575375037843929,0.735259473323822,27.0,0.003031900036148727,131,36
107__M_Left_middle_finger.BMP,0.35,M1 CLAHE baseline,0.07820286925694209,11.067773124184495,0.5790367992690659,0.7221271991729736,5.666666666666667,0.006890199962072074,131,36
107__M_Left_middle_finger.BMP,0.35,M1 Wiener + CLAHE,0.039321535935564825,14.053695265644077,0.6823741700979816,0.783376157283783,8.333333333333334,0.010456299991346896,131,36
107__M_Left_middle_finger.BMP,0.35,Gabor,0.06493660047853235,11.875104510358483,0.5154470011137916,0.7230640649795532,3.0,0.8799500000313856,131,36
107__M_Left_middle_finger.BMP,0.35,Hybrid,0.03771403972266947,14.234969458415833,0.6642625090328257,0.774283766746521,6.666666666666667,0.8709652999532409,131,36
107__M_Left_ring_finger.BMP,0.55,Degraded input,0.029344145407857573,15.3247853396285,0.48293035372118515,0.5942091345787048,11.0,0.0,144,54
107__M_Left_ring_finger.BMP,0.55,Global HE baseline,0.024081404927212384,16.183181796095162,0.5241129126508618,0.593439519405365,13.666666666666666,0.0030243999790400267,144,54
107__M_Left_ring_finger.BMP,0.55,M1 CLAHE baseline,0.1068585105622178,9.711908834856787,0.4477896523326572,0.5804214477539062,2.6666666666666665,0.006755499984137714,144,54
107__M_Left_ring_finger.BMP,0.55,M1 Wiener + CLAHE,0.05592100209571315,12.524250547026623,0.5460739612571573,0.6983408331871033,6.0,0.010019800043664873,144,54
107__M_Left_ring_finger.BMP,0.55,Gabor,0.06639863811819374,11.778408282196185,0.4061828969945906,0.5955800414085388,1.0,0.8764295000000857,144,54
107__M_Left_ring_finger.BMP,0.55,Hybrid,0.044355795429206465,13.530496281774703,0.5534091104561418,0.6948592066764832,3.3333333333333335,0.8685370999737643,144,54
107__M_Left_thumb_finger.BMP,0.75,Degraded input,0.04901866127306781,13.096385537460902,0.31702929222676063,0.44177478551864624,6.0,0.0,119,37
107__M_Left_thumb_finger.BMP,0.75,Global HE baseline,0.03965822636605072,14.016667126385684,0.40943585032024765,0.4427315592765808,1.6666666666666667,0.0035254000104032457,119,37
107__M_Left_thumb_finger.BMP,0.75,M1 CLAHE baseline,0.12271259655737521,9.111108542691843,0.35498542439394665,0.4522649645805359,2.3333333333333335,0.00685539998812601,119,37
