image,method,stages,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
559__M_Right_index_finger.BMP,M4 Directional Diffusion,Diffusion,27.192835645833707,0.001908606662071044,0.8851221825720071,0.0016667668567722416,27.78125143962322,0.8926322723029256,0.6527065634727478,0.22349998354911804,6.874775170870139,17.028301886792452,0.3817596435546875,0.5884157937895118,-0.00024183980529880245,0.00751008973091849,0.4432336000027135
52__M_Right_little_finger.BMP,M4 Directional Diffusion,Diffusion,26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0017434530299095226,27.585897483888864,0.8059046003937125,0.5221846103668213,0.13518929481506348,15.019092066185829,13.195402298850574,0.359649658203125,0.7060751708404567,-0.00030779307174396385,0.014748755095392418,0.45368600002257153
384__F_Left_middle_finger.BMP,M4 Directional Diffusion,Diffusion,27.13703414382276,0.0019332881351077943,0.8732754213032723,0.00170768746496033,27.6759160944502,0.8823325262894034,0.6024212837219238,0.20592889189720154,8.850630455868089,12.463709677419354,0.3775634765625,0.5388819506274416,-0.00022560067014746428,0.009057104986131104,0.43829900003038347
410__M_Right_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.172578282168498,0.001917530019942655,0.8590272322995662,0.0016446461426810482,27.839275292108482,0.8676378400931954,0.6082123517990112,0.1848558932542801,2.5574485689570876,25.51877133105802,0.4057159423828125,0.666697009939984,-0.0002728838772616067,0.00861060779362921,0.5850446000113152
337__F_Right_index_finger.BMP,M4 Directional Diffusion,Diffusion,27.1670497656429,0.0019199725669341115,0.8783707026723028,0.00162785785479087,27.88383520561772,0.8860729314938783,0.6676759719848633,0.22245199978351593,4.8008603141682995,23.77625570776256,0.3972930908203125,0.7167854399748208,-0.0002921147121432415,0.007702228821575563,0.43410379998385906
74__F_Right_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.081354535094363,0.001958233818376267,0.8777061184492111,0.0017021695983607703,27.6899717047781,0.8862671951730251,0.6623228192329407,0.20752158761024475,5.38006302359542,19.27027027027027,0.397064208984375,0.6086171696837361,-0.0002560642200154968,0.00856107672381401,0.5770327000063844
296__M_Left_index_finger.BMP,M4 Directional Diffusion,Diffusion,27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0015799979649169802,28.01343472429055,0.8742459428986311,0.6559391617774963,0.22142904996871948,5.796381401896245,18.05078125,0.3685455322265625,0.6217723672747191,-0.0002431997350697563,0.009740080784529481,0.41805009997915477
103__F_Left_middle_finger.BMP,M4 Directional Diffusion,Diffusion,27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0017190829243221995,27.64703173512523,0.885225102761507,0.6349524259567261,0.20252634584903717,8.008046732949051,15.313953488372093,0.3944244384765625,0.5582640556670846,-0.00023581115843567522,0.008006775726497106,0.437810699979309
355__M_Right_middle_finger.BMP,M4 Directional Diffusion,Diffusion,27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0017150805257242275,27.65715484334518,0.9245519118775726,0.7320281267166138,0.22493189573287964,2.8175550251922568,41.052023121387286,0.4603271484375,0.5858830801361172,-0.0002477048960508768,0.006232974074184883,0.45987900003092363
86__M_Right_index_finger.BMP,M4 Directional Diffusion,Diffusion,27.582988301158558,0.0017446212977138959,0.8206633272415698,0.001500345540652067,28.23808708200026,0.8302868222554922,0.6089373826980591,0.18565413355827332,2.0427781783225187,51.932203389830505,0.380950927734375,0.6550987808417013,-0.00024427575706182877,0.009623495013922456,0.46187579998513684
576__M_Left_little_finger.BMP,M4 Directional Diffusion,Diffusion,27.250599018190513,0.0018833892975043372,0.8615081280892491,0.0016641264233554457,27.788136835260392,0.8703722864472866,0.5643229484558105,0.20072434842586517,11.18647053642209,10.249544626593806,0.346466064453125,0.5375378170698788,-0.00021926287414889153,0.008864158358037444,0.44056339998496696
537__M_Right_thumb_finger.BMP,M4 Directional Diffusion,Diffusion,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.001578693401836564,28.017022061662583,0.896800966552496,0.6837663650512695,0.21498996019363403,3.638658894293246,25.63545150501672,0.4109649658203125,0.8564723370301088,-0.0003441549198849097,0.007829599653720876,0.5234266000334173
