filename,subject_id,candidate,member,parameters_json,baseline_psnr,baseline_ssim,baseline_mse,psnr,ssim,mse,delta_psnr,delta_ssim,delta_mse,mean_absolute_change,runtime_seconds
439__M_Right_middle_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.195319163986305,0.8431384734453261,0.001907515535095472,27.836325893161174,0.8607532932073474,0.001645763441034334,0.6410067291748689,0.017614819762021283,-0.0002617520940611381,0.01601969450712204,0.8885079000028782
439__M_Right_ring_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.088819797633764,0.8616873811286986,0.001954870622892272,27.421197470187735,0.8765438783723116,0.0018108407248292272,0.3323776725539709,0.014856497243613043,-0.00014402989806304488,0.019066335633397102,0.9175556999980472
439__M_Right_thumb_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.178713895481742,0.860588171741724,0.0019148228900337703,28.287546841631126,0.8779930546284914,0.0014833557377410657,1.1088329461493842,0.017404882886767448,-0.00043146715229270454,0.01498445961624384,0.8629127999956836
184__M_Left_index_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.14673214910537,0.9094638912225962,0.0019289758260301864,27.00511347740327,0.9178791351605058,0.0019929144323487407,-0.1416186717021013,0.0084152439379096,6.393860631855432e-05,0.0231410451233387,0.9541279000040959
184__M_Left_little_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.68577063332017,0.7966246676869393,0.0017038169588951832,27.942472795988284,0.8204931848233938,0.0016060265495099573,0.2567021626681125,0.023868517136454548,-9.779040938522597e-05,0.016160372644662857,0.9047286999993958
184__M_Left_middle_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",26.967420814007504,0.924128175724417,0.002010286326054125,26.45539230333279,0.9279845545185804,0.0022618342163862834,-0.512028510674714,0.003856378794163451,0.00025154789033215823,0.027085181325674057,0.9065496000039275
184__M_Left_ring_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.16267520307092,0.870679429012537,0.0019219074917362917,27.305141433752055,0.8852749770693183,0.0018598839926498958,0.14246623068113706,0.014595548056781316,-6.202349908639593e-05,0.01972649246454239,0.9344039999996312
184__M_Left_thumb_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.09455659897816,0.894332712657094,0.0019522900465488075,27.437024725530495,0.9065322255315781,0.0018042533795444439,0.3424681265523368,0.012199512874484064,-0.00014803666700436368,0.021530356258153915,0.8772491999989143
184__M_Right_index_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.168996828915667,0.8836233427411317,0.0019191119826170474,27.045302576911524,0.8961079596828222,0.0019745573054153905,-0.12369425200414241,0.012484616941690452,5.5445322798343064e-05,0.02255827933549881,0.8951164000027347
184__M_Right_little_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.192112369058048,0.8865373025163412,0.0019089245491009349,26.919970795032754,0.8982107468420863,0.0020323706779575602,-0.2721415740252944,0.01167344432574513,0.00012344612885662539,0.024086490273475647,0.8790941000042949
184__M_Right_middle_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",26.937873520135312,0.9148618301275373,0.0020240099725046343,27.051739610734572,0.9213138963188529,0.0019716328203344432,0.11386609059925945,0.006452066191315553,-5.23771521701911e-05,0.023919135332107544,0.8785616000022856
184__M_Right_ring_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",26.95258106467255,0.899651739586711,0.002017167180501343,26.66087673777475,0.9071793953078985,0.0021573088555891227,-0.29170432689780057,0.007527655721187521,0.00014014167508777983,0.02496946044266224,0.8664981000038097
184__M_Right_thumb_finger.BMP,184,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.1155529441821,0.9145130371519327,0.001942874309123023,28.148667415839597,0.927156223643601,0.0015315573308695893,1.0331144716574983,0.01264318649166829,-0.00041131697825343367,0.01834307797253132,0.8906263000026229
