Image,Quality band,Severity,Family,Technique ID,Technique,Metric domain,Role hint,Is image-processing technique,Notes,MSE,PSNR (dB),SSIM,Ridge coherence,Runtime (s),Delta PSNR vs degraded (dB),Delta PSNR vs common preprocessing (dB),PSNR delta to 28.17 dB,Binary foreground/ridge ratio,Connected components,Small components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Structural coherence,Reference ROI IoU proxy
471__M_Left_little_finger.BMP,Lower quality,0.55,Morphological Ridge Restoration,M3-4,Morphological reconstruction,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2513427734375,48.0,0.0,0.300692081451416,2.9140359397765905,3877.0,228.0,119.0,17.00438596491228,0.6140562295913696,
471__M_Left_little_finger.BMP,Lower quality,0.55,Morphological Ridge Restoration,M3-5,Bridge / broken-ridge reconnection,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.16571044921875,35.0,0.0,0.18637201189994812,3.2228360957642725,3586.0,118.0,57.0,30.389830508474578,0.6326576471328735,
471__M_Left_little_finger.BMP,Lower quality,0.55,Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2484893798828125,47.0,0.0,0.30285540223121643,2.8860914952410193,3792.0,223.0,116.0,17.004484304932735,0.6125785708427429,
471__M_Left_little_finger.BMP,Lower quality,0.55,Morphological Ridge Restoration,M3-7,Spur cleanup,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1571807861328125,48.0,3.0,0.1754198670387268,4.659741772643432,3324.0,119.0,28.0,27.932773109243698,0.635295033454895,
471__M_Left_little_finger.BMP,Lower quality,0.55,Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1586456298828125,35.0,0.0,0.18505337834358215,3.3663556795229392,3425.0,109.0,47.0,31.422018348623855,0.6351224780082703,
471__M_Left_little_finger.BMP,Lower quality,0.55,Thinning / Feature Extraction,T1,Standard skeletonisation,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0522613525390625,35.0,12.0,0.186277374625206,10.218978102189782,3425.0,109.0,47.0,31.422018348623855,0.628276526927948,
471__M_Left_little_finger.BMP,Lower quality,0.55,Thinning / Feature Extraction,T2,Zhang-Suen thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0568389892578125,35.0,11.0,0.17315436899662018,9.395973154362416,3369.0,105.0,43.0,32.08571428571429,0.6283532977104187,
471__M_Left_little_finger.BMP,Lower quality,0.55,Thinning / Feature Extraction,T3,Guo-Hall thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0535125732421875,35.0,10.0,0.180781289935112,9.98003992015968,3462.0,113.0,51.0,30.63716814159292,0.6235765814781189,
471__M_Left_little_finger.BMP,Lower quality,0.55,Thinning / Feature Extraction,T4,Morphological skeleton / medial axis,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.05413818359375,35.0,9.0,0.18348364531993866,9.864712514092446,3548.0,126.0,63.0,28.158730158730158,0.626697301864624,
516__M_Right_little_finger.BMP,Lower quality,0.75,Control,CONTROL-DEGRADED,Degraded Input,grayscale,"Input condition/control, not a technique",False,"Input condition/control, not a technique",0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,0.0,0.0,0.0,-14.687485353927055,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Control,CONTROL-P0,Common Preprocessed Input P0,grayscale,"Common preprocessing control, not a member technique",False,"Common preprocessing control, not a member technique",0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,0.0,0.0,0.0,-14.687485353927055,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D1,Gaussian filtering,grayscale,M1 candidate,True,sigma=0.65,0.04265874497218816,13.699919257190093,0.41579343445161937,0.4042806029319763,0.0010727000189945102,0.21740461111714637,0.21740461111714637,-14.470080742809909,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D2,Median filtering,grayscale,M1 candidate,True,3x3 median,0.04281903837204628,13.683630902971496,0.43341070139931887,0.4604548513889313,0.008372800017241389,0.2011162568985494,0.2011162568985494,-14.486369097028506,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D3,Bilateral filtering,grayscale,M1 candidate,True,"sigma_color=0.035, sigma_spatial=2.0",0.04530180610820343,13.438844830381562,0.312598254618171,0.3069194257259369,0.1060993000282906,-0.04366981569138417,-0.04366981569138417,-14.73115516961844,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D4,Non-local means,grayscale,M1 candidate,True,"patch_size=3, patch_distance=5, h=0.055",0.04525167189820067,13.443653704311696,0.43534289062825265,0.39807718992233276,0.050274700042791665,-0.03886094176124999,-0.03886094176124999,-14.726346295688305,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D5,Wiener noise filtering,grayscale,M1 candidate,True,local window=5,0.04545399791108923,13.424279123459517,0.4466639290718093,0.5007987022399902,0.004557999956887215,-0.05823552261342968,-0.05823552261342968,-14.745720876540485,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D6,Wavelet denoising,grayscale,M1 candidate,True,db2 level=2 shrinkage,0.0438503584482147,13.58026852207965,0.34239683400271914,0.36004820466041565,0.002890300005674362,0.09775387600670449,0.09775387600670449,-14.58973147792035,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Denoising,D7,Anisotropic diffusion,grayscale,M1 candidate,True,Perona-Malik style fixed parameters,0.04392849289186043,13.572536963471624,0.41561787673279854,0.39477667212486267,0.005846799991559237,0.09002231739867739,0.09002231739867739,-14.597463036528378,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Restoration/Deblurring,R1,Wiener deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; no clean pixels used,0.04262519332810341,13.70333638236675,0.3358044662253286,0.3406983017921448,0.002139599993824959,0.22082173629380364,0.22082173629380364,-14.466663617633252,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Restoration/Deblurring,R2,Richardson-Lucy deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; 8 iterations,0.043635444252845816,13.601605981187708,0.3185136040356258,0.3266632556915283,0.018166999972891062,0.11909133511476178,0.11909133511476178,-14.568394018812294,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Restoration/Deblurring,R3,Total variation restoration,grayscale,M1 candidate,True,TV Chambolle weight=0.045,0.04484374620035899,13.482981140479591,0.4703768964483348,0.489341676235199,0.011567700013983995,0.0004664944066448129,0.0004664944066448129,-14.68701885952041,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Restoration/Deblurring,R4,Tikhonov regularised inverse restoration,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; lambda=0.025,0.04405479244144967,13.56006840539903,0.3181226657876789,0.3328965902328491,0.007092299987562001,0.07755375932608288,0.07755375932608288,-14.609931594600972,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Restoration/Deblurring,R5,Edge-preserving restoration,grayscale,M1 candidate,True,TV followed by bilateral filter,0.044974481879486515,13.470338311658708,0.46588508507897,0.4200346767902374,0.11386839998885989,-0.01217633441423871,-0.01217633441423871,-14.699661688341294,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Contrast Enhancement,C1,Global histogram equalisation,grayscale,M1 baseline candidate,True,global equalize_hist,0.05086782647939257,12.935568188493352,0.29391529637649416,0.3096841275691986,0.003277700045146048,-0.5469464575795939,-0.5469464575795939,-15.23443181150665,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Contrast Enhancement,C2,Adaptive histogram equalisation,grayscale,M1 baseline candidate,True,AHE-like un-clipped adaptive histogram equalisation,0.13234027054885542,8.783079818447968,0.27975661181261063,0.3086293041706085,0.005474899953696877,-4.699434827624978,-4.699434827624978,-19.386920181552036,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Contrast Enhancement,C3,CLAHE,grayscale,M1 baseline candidate,True,clip_limit=0.025,0.12886758691346437,8.898563037078377,0.28065487796795835,0.30875834822654724,0.005638199974782765,-4.583951608994569,-4.583951608994569,-19.271436962921626,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Contrast Enhancement,C4,Contrast stretching,grayscale,M1 candidate,True,2nd to 98th percentile,0.04039297268664967,13.936941841189102,0.32015871264774354,0.31076472997665405,0.0011845999979414046,0.45442719511615515,0.45442719511615515,-14.2330581588109,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Contrast Enhancement,C5,Gamma correction,grayscale,M1 candidate,True,gamma=0.85,0.045522961995373534,13.417694879048236,0.3013471276953826,0.3043038845062256,0.001019999966956675,-0.06481976702471037,-0.06481976702471037,-14.752305120951766,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Contrast Enhancement,C6,Homomorphic filtering,grayscale,M1 candidate,True,log-domain high-frequency gain=0.70,0.05226127497100612,12.818199993902034,0.2938380095470229,0.3082295358181,0.009282599959988147,-0.664314652170912,-0.664314652170912,-15.351800006097967,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G1,Ordinary Gabor filter,grayscale,M2 baseline,True,"fixed frequency=0.115, 8 orientations",0.05756377439300417,12.398507375930963,0.2904840321433766,0.33967188000679016,0.9849485000013374,-1.0840072701419832,-1.0840072701419832,-15.771492624069039,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G2,Literature-inspired Modified Gabor,grayscale,M2 literature technique,True,local orientation + local ridge frequency; exact article parameters unavailable,0.04409950658664539,13.55566269668125,0.3055147083611999,0.31546860933303833,2.0265016999910586,0.0731480506083031,0.0731480506083031,-14.614337303318752,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G3,Adaptive local-orientation Gabor,grayscale,M2 candidate,True,"local orientation, fixed frequency",0.04301890925377058,13.663406053635715,0.31767522167196915,0.32416802644729614,0.46658090001437813,0.18089140756276834,0.18089140756276834,-14.506593946364287,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G4,Adaptive orientation-frequency Gabor,grayscale,M2 candidate,True,local orientation + local frequency,0.043946387689544654,13.570768173131304,0.30733989558888136,0.31756478548049927,2.057599499996286,0.08825352705835776,0.08825352705835776,-14.599231826868698,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G5,Log-Gabor,grayscale,M2 candidate,True,local selection from log-Gabor frequency/orientation bank,0.047401783952264624,13.242053134726369,0.2857093624806411,0.3048872649669647,0.4000565999886021,-0.24046151134657734,-0.24046151134657734,-14.927946865273633,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G6,STFT contextual enhancement,grayscale,M2 candidate,True,"32px blocks, band-pass contextual filtering",0.05681247165196778,12.455563161362154,0.24642711508539772,0.2938385307788849,0.07258739997632802,-1.0269514847107928,-1.0269514847107928,-15.714436838637848,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G7,Coherence-guided directional diffusion,grayscale,M2/M3 candidate,True,directional smoothing weighted by coherence,0.0445411464971503,13.512386083397537,0.30339436416454146,0.3274795413017273,0.4237054000259377,0.029871437324590744,0.029871437324590744,-14.657613916602465,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Fingerprint Ridge Enhancement,G8,Directional oriented filter-bank,grayscale,M2 candidate,True,orientation-selected elongated Gaussian smoothing,0.04463066227896365,13.503666685714055,0.30168091706376127,0.31555718183517456,0.15303230000426993,0.0211520396411089,0.0211520396411089,-14.666333314285946,,,,,,,,,,,
516__M_Right_little_finger.BMP,Lower quality,0.75,Segmentation,S1,Otsu thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.4903564453125,276.0,264.0,0.9457617402076721,8.588498879761016,8233.0,410.0,1309.0,20.08048780487805,0.34564003348350525,
516__M_Right_little_finger.BMP,Lower quality,0.75,Segmentation,S2,Adaptive/local Sauvola thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.21002197265625,1136.0,1063.0,0.3220720589160919,82.53414705027609,8543.0,1166.0,983.0,7.326758147512865,0.3491341471672058,
516__M_Right_little_finger.BMP,Lower quality,0.75,Segmentation,S3,Local variance foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.97271728515625,10.0,9.0,0.999701976776123,0.15686766643659408,3625.0,34.0,190.0,106.61764705882354,0.3085079491138458,0.97271728515625
516__M_Right_little_finger.BMP,Lower quality,0.75,Segmentation,S4,Coherence-based foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3484649658203125,287.0,194.0,0.3073083162307739,12.567324955116696,4036.0,500.0,144.0,8.072,0.517336368560791,0.3484649658203125
516__M_Right_little_finger.BMP,Lower quality,0.75,Segmentation,S5,Orientation-confidence segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.315521240234375,137.0,113.0,0.4644549787044525,6.625398974755779,3737.0,286.0,202.0,13.066433566433567,0.4901247024536133,0.315521240234375
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-1,Opening,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.144287109375,97.0,56.0,0.2945219874382019,10.258037225042301,1585.0,176.0,19.0,9.005681818181818,0.35846632719039917,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-2,Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1712646484375,57.0,0.0,0.42524945735931396,5.0784034212402,2241.0,186.0,81.0,12.048387096774194,0.35749873518943787,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-3,Opening + Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1459503173828125,90.0,49.0,0.29336121678352356,9.409304756926295,1544.0,158.0,15.0,9.772151898734178,0.3583287298679352,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-4,Morphological reconstruction,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1619873046875,66.0,1.0,0.4415034055709839,6.217030896759608,2609.0,288.0,134.0,9.059027777777779,0.35919928550720215,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-5,Bridge / broken-ridge reconnection,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.102264404296875,56.0,0.0,0.25723665952682495,8.355714712026261,2153.0,167.0,64.0,12.892215568862275,0.3170784115791321,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1551055908203125,50.0,0.0,0.4610919952392578,4.918839153959666,2412.0,237.0,115.0,10.177215189873417,0.36024975776672363,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-7,Spur cleanup,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.093109130859375,67.0,24.0,0.30727630853652954,10.980006555227794,1902.0,158.0,35.0,12.037974683544304,0.3178579807281494,
516__M_Right_little_finger.BMP,Lower quality,0.75,Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.0897979736328125,50.0,4.0,0.2876805365085602,8.496176720475786,1888.0,134.0,33.0,14.08955223880597,0.31336769461631775,
516__M_Right_little_finger.BMP,Lower quality,0.75,Thinning / Feature Extraction,T1,Standard skeletonisation,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.02880859375,50.0,35.0,0.29978814721107483,26.48305084745763,1888.0,134.0,33.0,14.08955223880597,0.29676055908203125,
516__M_Right_little_finger.BMP,Lower quality,0.75,Thinning / Feature Extraction,T2,Zhang-Suen thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0294647216796875,50.0,34.0,0.29829102754592896,25.89331952356292,1813.0,126.0,28.0,14.38888888888889,0.29502078890800476,
516__M_Right_little_finger.BMP,Lower quality,0.75,Thinning / Feature Extraction,T3,Guo-Hall thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.03009033203125,50.0,33.0,0.28600406646728516,25.354969574036513,1933.0,141.0,40.0,13.709219858156029,0.2949727773666382,
516__M_Right_little_finger.BMP,Lower quality,0.75,Thinning / Feature Extraction,T4,Morphological skeleton / medial axis,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0318756103515625,50.0,32.0,0.27381521463394165,23.934897079942555,2089.0,165.0,65.0,12.66060606060606,0.29934245347976685,
455__M_Left_little_finger.BMP,Lower quality,0.35,Control,CONTROL-DEGRADED,Degraded Input,grayscale,"Input condition/control, not a technique",False,"Input condition/control, not a technique",0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,0.0,0.0,0.0,-8.815955395047496,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Control,CONTROL-P0,Common Preprocessed Input P0,grayscale,"Common preprocessing control, not a member technique",False,"Common preprocessing control, not a member technique",0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,0.0,0.0,0.0,-8.815955395047496,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D1,Gaussian filtering,grayscale,M1 candidate,True,sigma=0.65,0.011419174679094847,19.423652835916982,0.7498875861220714,0.5998072028160095,0.001000799995381385,0.06960823096447655,0.06960823096447655,-8.74634716408302,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D2,Median filtering,grayscale,M1 candidate,True,3x3 median,0.011486801543137243,19.398008821506288,0.7482763301958367,0.6289626359939575,0.008933099976275116,0.04396421655378191,0.04396421655378191,-8.771991178493714,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D3,Bilateral filtering,grayscale,M1 candidate,True,"sigma_color=0.035, sigma_spatial=2.0",0.011856422300265712,19.260463404537433,0.7046886903670109,0.5371558666229248,0.13726689998293296,-0.09358120041507334,-0.09358120041507334,-8.90953659546257,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D4,Non-local means,grayscale,M1 candidate,True,"patch_size=3, patch_distance=5, h=0.055",0.012545156116107271,19.015239298103467,0.712422734196393,0.6183450222015381,0.06010990001959726,-0.3388053068490393,-0.3388053068490393,-9.154760701896535,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D5,Wiener noise filtering,grayscale,M1 candidate,True,local window=5,0.014618334964931628,18.351020909022626,0.6483770464328281,0.6353664994239807,0.005612100008875132,-1.0030236959298797,-1.0030236959298797,-9.818979090977376,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D6,Wavelet denoising,grayscale,M1 candidate,True,db2 level=2 shrinkage,0.011443282121153366,19.414493948899157,0.7140947315670731,0.568709135055542,0.004652800038456917,0.06044934394665091,0.06044934394665091,-8.755506051100845,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Denoising,D7,Anisotropic diffusion,grayscale,M1 candidate,True,Perona-Malik style fixed parameters,0.01214103628863993,19.157442428134456,0.7478045296697919,0.628832995891571,0.008660499996040016,-0.19660217681805037,-0.19660217681805037,-9.012557571865546,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Restoration/Deblurring,R1,Wiener deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; no clean pixels used,0.010929662690315594,19.613932409775718,0.6970263302313555,0.5462804436683655,0.003057599999010563,0.2598878048232116,0.2598878048232116,-8.556067590224284,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Restoration/Deblurring,R2,Richardson-Lucy deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; 8 iterations,0.011174097990840293,19.5178752442971,0.6828158074367083,0.533545196056366,0.02171419997466728,0.16383063934459585,0.16383063934459585,-8.6521247557029,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Restoration/Deblurring,R3,Total variation restoration,grayscale,M1 candidate,True,TV Chambolle weight=0.045,0.012975535798957723,18.868746997819052,0.7149503975693122,0.680797815322876,0.013174800027627498,-0.4852976071334538,-0.4852976071334538,-9.30125300218095,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Restoration/Deblurring,R4,Tikhonov regularised inverse restoration,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; lambda=0.025,0.011729953734407526,19.30703700836827,0.6820026213885723,0.5556458234786987,0.008512199972756207,-0.04700759658423692,-0.04700759658423692,-8.862962991631733,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Restoration/Deblurring,R5,Edge-preserving restoration,grayscale,M1 candidate,True,TV followed by bilateral filter,0.012593813220028137,18.998427520465523,0.7220237774502919,0.6747455596923828,0.1430133999674581,-0.35561708448698326,-0.35561708448698326,-9.171572479534479,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Contrast Enhancement,C1,Global histogram equalisation,grayscale,M1 baseline candidate,True,global equalize_hist,0.036722795237759204,14.350642689160086,0.582865369588999,0.5263680219650269,0.0038725000340491533,-5.00340191579242,-5.00340191579242,-13.819357310839916,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Contrast Enhancement,C2,Adaptive histogram equalisation,grayscale,M1 baseline candidate,True,AHE-like un-clipped adaptive histogram equalisation,0.08829966045252699,10.54040966455018,0.49420487217126424,0.5022954344749451,0.006822599971201271,-8.813634940402325,-8.813634940402325,-17.62959033544982,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Contrast Enhancement,C3,CLAHE,grayscale,M1 baseline candidate,True,clip_limit=0.025,0.0731672374101764,11.356833423995166,0.5035904919659788,0.5044098496437073,0.007014700036961585,-7.99721118095734,-7.99721118095734,-16.813166576004836,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Contrast Enhancement,C4,Contrast stretching,grayscale,M1 candidate,True,2nd to 98th percentile,0.00833275106537114,20.79211592199369,0.6863326945638573,0.5333878993988037,0.0015511000528931618,1.4380713170411852,1.4380713170411852,-7.377884078006311,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Contrast Enhancement,C5,Gamma correction,grayscale,M1 candidate,True,gamma=0.85,0.01252647141954031,19.021712481470463,0.6631365934206845,0.5271183252334595,0.0011426000273786485,-0.33233212348204333,-0.33233212348204333,-9.14828751852954,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Contrast Enhancement,C6,Homomorphic filtering,grayscale,M1 candidate,True,log-domain high-frequency gain=0.70,0.019481371455835943,17.10380472778961,0.6201891952552591,0.5297644734382629,0.011335899995174259,-2.2502398771628975,-2.2502398771628975,-11.066195272210393,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G1,Ordinary Gabor filter,grayscale,M2 baseline,True,"fixed frequency=0.115, 8 orientations",0.023157103085507003,16.35315771052958,0.5920924209766256,0.5733838081359863,1.0702648000442423,-3.0008868944229263,-3.0008868944229263,-11.816842289470422,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G2,Literature-inspired Modified Gabor,grayscale,M2 literature technique,True,local orientation + local ridge frequency; exact article parameters unavailable,0.011815412239250624,19.275511212505286,0.6802464432414265,0.5473809838294983,2.232500899990555,-0.0785333924472198,-0.0785333924472198,-8.894488787494716,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G3,Adaptive local-orientation Gabor,grayscale,M2 candidate,True,"local orientation, fixed frequency",0.011687040014098761,19.32295469019527,0.6862217841314473,0.5527569651603699,0.4699943999876268,-0.031089914757234993,-0.031089914757234993,-8.84704530980473,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G4,Adaptive orientation-frequency Gabor,grayscale,M2 candidate,True,local orientation + local frequency,0.011945842651187878,19.22783210011757,0.6821950874982539,0.5499662160873413,2.0277403999934904,-0.1262125048349354,-0.1262125048349354,-8.942167899882431,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G5,Log-Gabor,grayscale,M2 candidate,True,local selection from log-Gabor frequency/orientation bank,0.015261813694649358,18.163938523068975,0.6241149446447719,0.5197333693504333,0.3194020999944769,-1.1901060818835312,-1.1901060818835312,-10.006061476931027,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G6,STFT contextual enhancement,grayscale,M2 candidate,True,"32px blocks, band-pass contextual filtering",0.02404994098784756,16.188859849318796,0.5154951167616715,0.46712982654571533,0.06270969996694475,-3.1651847556337103,-3.1651847556337103,-11.981140150681206,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G7,Coherence-guided directional diffusion,grayscale,M2/M3 candidate,True,directional smoothing weighted by coherence,0.012046480989736336,19.191398003869224,0.6622274738723413,0.549164891242981,0.37370409996947274,-0.16264660108328144,-0.16264660108328144,-8.978601996130777,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Fingerprint Ridge Enhancement,G8,Directional oriented filter-bank,grayscale,M2 candidate,True,orientation-selected elongated Gaussian smoothing,0.011727981046254634,19.307767445714394,0.6673557784946315,0.5361865758895874,0.11104689998319373,-0.046277159238112375,-0.046277159238112375,-8.862232554285608,,,,,,,,,,,
455__M_Left_little_finger.BMP,Lower quality,0.35,Segmentation,S1,Otsu thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.4517669677734375,94.0,86.0,0.9755463004112244,3.174924848853312,6551.0,177.0,718.0,37.01129943502825,0.6129699349403381,
