severity,filename,coherence_before,contrast_before,fragmentation_before,continuity_before,ridge_coverage_before,coherence_after,contrast_after,fragmentation_after,continuity_after,ridge_coverage_after,delta_coherence,delta_contrast,delta_fragmentation,delta_continuity,delta_ridge_coverage
Easy,336__M_Left_ring_finger_Zcut.BMP,0.6223973035812378,0.1725849211215973,0.8676162244233967,59.95876288659794,0.422088623046875,0.6602392792701721,0.16902700066566467,0.738579711215333,61.97752808988764,0.4180858126572898,0.037841975688934326,-0.003557920455932617,-0.12903651320806375,2.0187652032897034,-0.004002810389585221
Easy,97__M_Right_index_finger_Obl.BMP,0.6674062013626099,0.18763470649719238,2.3986665040452086,30.362573099415204,0.3753204345703125,0.7193717956542969,0.18108703196048737,1.2772444481067942,41.837606837606835,0.3703460693359375,0.05196559429168701,-0.006547674536705017,-1.1214220559384145,11.47503373819163,-0.004974365234375
Easy,10__M_Right_middle_finger_Obl.BMP,0.7227118611335754,0.22052359580993652,2.8305842885099244,26.04824561403509,0.4366455078125,0.7716457843780518,0.21449238061904907,2.5322688425421167,29.723958333333332,0.4338531494140625,0.04893392324447632,-0.006031215190887451,-0.2983154459678077,3.675712719298243,-0.0027923583984375
Easy,461__F_Right_middle_finger_CR.BMP,0.5835155248641968,0.11911571770906448,2.803273500022607,26.025906735751295,0.3374786376953125,0.6828491687774658,0.10905210673809052,1.8178040926560712,30.904,0.293792724609375,0.09933364391326904,-0.010063610970973969,-0.9854694073665355,4.8780932642487045,-0.0436859130859375
Easy,566__M_Left_thumb_finger_CR.BMP,0.6870287656784058,0.190618634223938,2.29430023842728,37.84552845528455,0.3391876220703125,0.7348580956459045,0.18638639152050018,1.682965658403457,43.25714285714286,0.3354644775390625,0.04782932996749878,-0.004232242703437805,-0.611334580023823,5.4116144018583086,-0.00372314453125
Easy,310__M_Right_ring_finger_Obl.BMP,0.6801815032958984,0.15606026351451874,6.785624528776075,14.839108910891088,0.364288330078125,0.7766516208648682,0.14634191989898682,3.408404521529036,21.726530612244897,0.353668212890625,0.09647011756896973,-0.009718343615531921,-3.377220007247039,6.887421701353809,-0.0106201171875
Easy,383__M_Left_middle_finger_Zcut.BMP,0.7881463766098022,0.22727160155773163,3.013376451565486,30.433526011560694,0.41522216796875,0.8427172303199768,0.22205644845962524,1.3678373382624769,49.21153846153846,0.412750244140625,0.05457085371017456,-0.005215153098106384,-1.645539113303009,18.778012449977766,-0.002471923828125
Easy,553__M_Right_middle_finger_Zcut.BMP,0.7463660836219788,0.22487346827983856,2.0097421398644277,38.294117647058826,0.4479522705078125,0.7798425555229187,0.22056442499160767,1.807085137577142,42.19078947368421,0.4475250244140625,0.03347647190093994,-0.004309043288230896,-0.20265700228728578,3.8966718266253864,-0.00042724609375
Easy,534__F_Right_index_finger_Obl.BMP,0.6119065284729004,0.17703817784786224,1.2988836621498279,40.26875,0.434661865234375,0.6737655997276306,0.17096266150474548,0.5587177427803192,57.49038461538461,0.4369659423828125,0.061859071254730225,-0.00607551634311676,-0.7401659193695087,17.221634615384616,0.0023040771484375
Easy,203__M_Left_index_finger_Zcut.BMP,0.6071857810020447,0.18061691522598267,1.187789523696401,43.27,0.3853912353515625,0.6476765871047974,0.17708399891853333,0.827488375758531,49.76190476190476,0.387237548828125,0.040490806102752686,-0.003532916307449341,-0.36030114793786994,6.491904761904756,0.0018463134765625
Easy,226__M_Right_index_finger_Obl.BMP,0.7583221197128296,0.25451844930648804,2.6718296224588576,38.778443113772454,0.3940582275390625,0.7745417952537537,0.25197699666023254,2.0202020202020203,42.81879194630873,0.39276123046875,0.016219675540924072,-0.002541452646255493,-0.6516276022568372,4.040348832536274,-0.0012969970703125
Easy,38__M_Left_ring_finger_CR.BMP,0.4820544719696045,0.15974408388137817,9.315345080763583,9.103852596314908,0.33251953125,0.5144942402839661,0.15553760528564453,8.43667880687843,9.367857142857142,0.3309783935546875,0.03243976831436157,-0.004206478595733643,-0.8786662738851536,0.2640045465422336,-0.0015411376953125
Easy,270__M_Left_index_finger_CR.BMP,0.7948411107063293,0.22004029154777527,2.2716152932131126,40.391304347826086,0.436614990234375,0.826264500617981,0.21522098779678345,1.411382802300554,54.52173913043478,0.4324493408203125,0.03142338991165161,-0.004819303750991821,-0.8602324909125587,14.130434782608695,-0.0041656494140625
Easy,280__M_Right_middle_finger_Zcut.BMP,0.7637357711791992,0.22243750095367432,3.4737299174989147,25.008,0.42169189453125,0.8106942176818848,0.21725976467132568,2.1838829438742082,32.50802139037433,0.419219970703125,0.04695844650268555,-0.005177736282348633,-1.2898469736247065,7.500021390374332,-0.002471923828125
Easy,321__M_Left_thumb_finger_CR.BMP,0.727665364742279,0.20390745997428894,2.1115727811456986,34.13861386138614,0.448028564453125,0.7627502679824829,0.1985330879688263,1.6406330109033735,40.236363636363635,0.4464263916015625,0.03508490324020386,-0.0053743720054626465,-0.47093977024232503,6.097749774977494,-0.0016021728515625
Easy,198__M_Right_middle_finger_Obl.BMP,0.6436042785644531,0.14331693947315216,4.469226185409041,16.47878787878788,0.358489990234375,0.775127112865448,0.1298789530992508,2.963495128193615,23.30366492146597,0.3398284912109375,0.13152283430099487,-0.013437986373901367,-1.505731057215426,6.824877042678089,-0.0186614990234375
