Experiment,Category,Altered split,Image,Relative path,Method ID,Member,Technique,Role,Is member technique,Is baseline,Fixed parameters,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Ridge coverage in foreground,Fragmentation per 1000 ridge pixels,Small connected components <20px,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0,Delta Ridge coherence vs NLM,Delta Local contrast vs NLM,Delta Foreground/background separation proxy vs NLM,Delta Ridge coverage in foreground vs NLM,Delta Fragmentation per 1000 ridge pixels vs NLM,Delta Small connected components <20px vs NLM,Delta Ridge continuity proxy vs NLM
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}",0.0002794000320136547,0.7615703344345093,0.22480694949626923,0.22480694949626923,0.417572021484375,2.4117518088138565,1.0,31.449197860962567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04857373237609863,0.005068883299827576,0.005068883299827576,0.000823974609375,0.0684594830962233,0.0,-2.079537771221343
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09440790000371635,0.8101440668106079,0.21973806619644165,0.21973806619644165,0.416748046875,2.3432923257176332,1.0,33.52873563218391,0.04857373237609863,-0.005068883299827576,-0.005068883299827576,-0.000823974609375,-0.0684594830962233,0.0,2.079537771221343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.9008494999725372,0.7600427865982056,0.2054770290851593,0.2054770290851593,0.4109954833984375,2.6731019120103956,1.0,30.814814814814813,-0.001527547836303711,-0.019329920411109924,-0.019329920411109924,-0.0065765380859375,0.26135010319653906,0.0,-0.6343830461477538,-0.050101280212402344,-0.014261037111282349,-0.014261037111282349,-0.0057525634765625,0.32980958629276236,0.0,-2.7139208173690967
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.003702400019392371,0.7795109748840332,0.21449458599090576,0.21449458599090576,0.41607666015625,2.420419539386827,1.0,32.077777777777776,0.017940640449523926,-0.010312363505363464,-0.010312363505363464,-0.001495361328125,0.008667730572970545,0.0,0.6285799168152089,-0.030633091926574707,-0.005243480205535889,-0.005243480205535889,-0.00067138671875,0.07712721366919384,0.0,-1.4509578544061341
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.29933559999335557,0.767471194267273,0.20402483642101288,0.20402483642101288,0.4107666015625,2.488855869242199,2.0,31.101063829787233,0.005900859832763672,-0.020782113075256348,-0.020782113075256348,-0.006805419921875,0.07710406042834261,1.0,-0.34813403117533426,-0.04267287254333496,-0.015713229775428772,-0.015713229775428772,-0.0059814453125,0.1455635435245659,1.0,-2.4276718023966772
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}",0.005687099997885525,0.7632734775543213,0.2395656257867813,0.2395656257867813,0.4175567626953125,2.4849260003654305,1.0,31.962962962962962,0.0017031431198120117,0.014758676290512085,0.014758676290512085,-1.52587890625e-05,0.07317419155157401,0.0,0.513765102000395,-0.04687058925628662,0.01982755959033966,0.01982755959033966,0.0008087158203125,0.1416336746477973,0.0,-1.565772669220948
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}",0.9075407000491396,0.7829720973968506,0.16601639986038208,0.16601639986038208,0.3742828369140625,3.05760528354193,2.0,29.189473684210526,0.02140176296234131,-0.058790549635887146,-0.058790549635887146,-0.0432891845703125,0.6458534747280735,1.0,-2.259724176752041,-0.027171969413757324,-0.05372166633605957,-0.05372166633605957,-0.0424652099609375,0.7143129578242968,1.0,-4.339261947973384
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}",0.00232920004054904,0.7764972448348999,0.2364310473203659,0.2364310473203659,0.4231719970703125,2.307720044712076,1.0,34.73684210526316,0.014926910400390625,0.01162409782409668,0.01162409782409668,0.0055999755859375,-0.1040317641017805,0.0,3.2876442443005907,-0.03364682197570801,0.016692981123924255,0.016692981123924255,0.0064239501953125,-0.035572281005557205,0.0,1.2081064730792477
direct Altered member comparison,Easy,Altered-Easy,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}",0.000952600035816431,0.7615703344345093,0.22480694949626923,0.22480694949626923,0.417572021484375,2.4117518088138565,1.0,31.449197860962567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04857373237609863,0.005068883299827576,0.005068883299827576,0.000823974609375,0.0684594830962233,0.0,-2.079537771221343
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}",0.0001254999078810215,0.6789304614067078,0.2043912261724472,0.2043912261724472,0.422637939453125,3.068813632753267,2.0,20.990066225165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040605902671813965,0.0051582008600234985,0.0051582008600234985,0.00030517578125,-0.03834728927867159,2.0,-0.27035044150110465
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09367049997672439,0.7195363640785217,0.1992330253124237,0.1992330253124237,0.422332763671875,3.1071609220319387,0.0,21.260416666666668,0.040605902671813965,-0.0051582008600234985,-0.0051582008600234985,-0.00030517578125,0.03834728927867159,-2.0,0.27035044150110465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.889629099983722,0.6846796274185181,0.18947401642799377,0.18947401642799377,0.4133148193359375,3.5072174844021116,2.0,19.274447949526813,0.005749166011810303,-0.01491720974445343,-0.01491720974445343,-0.0093231201171875,0.43840385164884443,0.0,-1.7156182756387501,-0.03485673666000366,-0.009759008884429932,-0.009759008884429932,-0.0090179443359375,0.40005656237017284,2.0,-1.9859687171398548
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.005105099990032613,0.692603349685669,0.193813294172287,0.193813294172287,0.4221954345703125,3.2165961906827136,2.0,20.029508196721313,0.013672888278961182,-0.010577932000160217,-0.010577932000160217,-0.0004425048828125,0.1477825579294465,0.0,-0.9605580284442503,-0.026933014392852783,-0.005419731140136719,-0.005419731140136719,-0.0001373291015625,0.10943526865077491,2.0,-1.230908469945355
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.29613259993493557,0.6833735108375549,0.1883552074432373,0.1883552074432373,0.417083740234375,3.292602619448306,2.0,19.25465838509317,0.004443049430847168,-0.0160360187292099,-0.0160360187292099,-0.00555419921875,0.22378898669503888,0.0,-1.7354078400723942,-0.0361628532409668,-0.010877817869186401,-0.010877817869186401,-0.0052490234375,0.1854416974163673,2.0,-2.005758281573499
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}",0.005943099968135357,0.6844249963760376,0.2183903455734253,0.2183903455734253,0.4232940673828125,2.91986590245485,1.0,21.43046357615894,0.005494534969329834,0.013999119400978088,0.013999119400978088,0.0006561279296875,-0.148947730298417,-1.0,0.4403973509933756,-0.03511136770248413,0.019157320261001587,0.019157320261001587,0.0009613037109375,-0.1872950195770886,1.0,0.17004690949227097
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}",0.9808359000599012,0.7194882035255432,0.1509697139263153,0.35336471162736416,0.3417776134122288,5.184851217312895,1.0,17.0392749244713,0.04055774211883545,-0.0534215122461319,0.14897348545491695,-0.08086032604089621,2.1160375845596278,-1.0,-3.950791300694263,-4.8160552978515625e-05,-0.0482633113861084,0.15413168631494045,-0.08055515025964621,2.077690295280956,1.0,-4.221141742195368
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}",0.002238700049929321,0.7039074897766113,0.21561692655086517,0.21561692655086517,0.428497314453125,3.2048999359020014,2.0,21.764505119453926,0.024977028369903564,0.011225700378417969,0.011225700378417969,0.005859375,0.13608630314873427,0.0,0.7744388942883624,-0.0156288743019104,0.016383901238441467,0.016383901238441467,0.00616455078125,0.09773901387006267,2.0,0.5040884527872578
direct Altered member comparison,Easy,Altered-Easy,281__M_Left_ring_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\281__M_Left_ring_finger_Zcut.BMP,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}",0.0013331000227481127,0.6789304614067078,0.2043912261724472,0.2043912261724472,0.422637939453125,3.068813632753267,2.0,20.990066225165563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040605902671813965,0.0051582008600234985,0.0051582008600234985,0.00030517578125,-0.03834728927867159,2.0,-0.27035044150110465
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}",0.00015119998715817928,0.5717682838439941,0.13768786191940308,0.13768786191940308,0.29034423828125,2.6802606684885433,0.0,19.375586854460092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06952142715454102,0.00708615779876709,0.00708615779876709,0.0066986083984375,0.25947418185666393,0.0,-2.7891858728126344
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09887389990035444,0.6412897109985352,0.130601704120636,0.130601704120636,0.2836456298828125,2.4207864866318793,0.0,22.164772727272727,0.06952142715454102,-0.00708615779876709,-0.00708615779876709,-0.0066986083984375,-0.25947418185666393,0.0,2.7891858728126344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.95043780002743,0.616677463054657,0.13017234206199646,0.13017234206199646,0.2847900390625,3.0004286326618086,1.0,18.486363636363638,0.04490917921066284,-0.007515519857406616,-0.007515519857406616,-0.00555419921875,0.3201679641732653,1.0,-0.8892232180964541,-0.024612247943878174,-0.00042936205863952637,-0.00042936205863952637,0.0011444091796875,0.5796421460299293,1.0,-3.6784090909090885
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.005206399946473539,0.6082008481025696,0.13057340681552887,0.13057340681552887,0.285675048828125,2.884307232133319,2.0,18.743961352657006,0.03643256425857544,-0.0071144551038742065,-0.0071144551038742065,-0.004669189453125,0.2040465636447757,2.0,-0.6316255018030859,-0.033088862895965576,-2.82973051071167e-05,-2.82973051071167e-05,0.0020294189453125,0.4635207455014396,2.0,-3.4208113746157203
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.2938675999175757,0.5820344686508179,0.12934818863868713,0.12934818863868713,0.280975341796875,2.715325295970457,0.0,19.047846889952154,0.01026618480682373,-0.008339673280715942,-0.008339673280715942,-0.009368896484375,0.035064627481913746,0.0,-0.32773996450793774,-0.059255242347717285,-0.0012535154819488525,-0.0012535154819488525,-0.0026702880859375,0.2945388093385777,0.0,-3.116925837320572
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}",0.005863599944859743,0.6119346022605896,0.14833369851112366,0.14833369851112366,0.2968292236328125,2.107644065182748,0.0,22.14572864321608,0.04016631841659546,0.010645836591720581,0.010645836591720581,0.0064849853515625,-0.5726166033057951,0.0,2.770141788755989,-0.029355108737945557,0.01773199439048767,0.01773199439048767,0.01318359375,-0.3131424214491312,0.0,-0.01904408405664526
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}",0.9276866000145674,0.7080659866333008,0.10848819464445114,0.10848819464445114,0.223114013671875,5.744768157570784,3.0,14.798245614035087,0.13629770278930664,-0.029199667274951935,-0.029199667274951935,-0.067230224609375,3.0645074890822404,3.0,-4.577341240425005,0.06677627563476562,-0.022113509476184845,-0.022113509476184845,-0.0605316162109375,3.3239816709389043,3.0,-7.366527113237639
direct Altered member comparison,Easy,Altered-Easy,461__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\461__F_Left_little_finger_Obl.BMP,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}",0.0019420000026002526,0.6088590621948242,0.1439567506313324,0.1439567506313324,0.2951507568359375,2.5849144393320582,1.0,20.752475247524753,0.03709077835083008,0.006268888711929321,0.006268888711929321,0.0048065185546875,-0.09534622915648505,1.0,1.376888393064661,-0.03243064880371094,0.013355046510696411,0.013355046510696411,0.011505126953125,0.16412795270017888,1.0,-1.4122974797479735
