Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Family,Technique ID,Technique,Output domain,Purpose,Is enhancement technique,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.00225939997471869,0.6138633489608765,0.1525966376066208,0.1525966376066208,1.0,0.3446502685546875,289.0,107.0,22587.0,97.0,3.0,0.38075000047683716,4.2945056891132065,4643.0,289.0,107.0,16.06574394463668,0.0027655959129333496,-0.024605348706245422,-0.024605348706245422,0.033203125,-0.6048133055465357,1.0,0.8419677208604561
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9039637000532821,0.6969797611236572,0.1326945722103119,0.1326945722103119,1.0,0.25616455078125,285.0,49.0,16788.0,119.0,5.0,0.3518584668636322,7.08839647367167,3787.0,285.0,49.0,13.287719298245614,0.08588200807571411,-0.04450741410255432,-0.04450741410255432,-0.0552825927734375,2.189077479011928,3.0,-1.9360569255306093
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,2.0529734999872744,0.6280508041381836,0.16501933336257935,0.16501933336257935,1.0,0.304412841796875,297.0,79.0,19950.0,107.0,2.0,0.26120302081108093,5.363408521303258,4255.0,297.0,79.0,14.326599326599327,0.01695305109024048,-0.012182652950286865,-0.012182652950286865,-0.0070343017578125,0.4640895266435159,0.0,-0.8971768971768963
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.3350310999667272,0.6222982406616211,0.1654512882232666,0.1654512882232666,1.0,0.306121826171875,293.0,82.0,20062.0,102.0,1.0,0.3933306634426117,5.08423885953544,4261.0,293.0,82.0,14.542662116040956,0.011200487613677979,-0.01175069808959961,-0.01175069808959961,-0.0053253173828125,0.184919864875698,-1.0,-0.6811141077352669
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.10164539999095723,0.6145601272583008,0.17245781421661377,0.17245781421661377,1.0,0.3086700439453125,289.0,80.0,20229.0,100.0,2.0,0.39052844047546387,4.943398091848337,4297.0,289.0,80.0,14.868512110726643,0.003462374210357666,-0.004744172096252441,-0.004744172096252441,-0.002777099609375,0.04407909718859493,0.0,-0.3552641130495804
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0018573999986983836,0.640589714050293,0.18121546506881714,0.18121546506881714,1.0,0.314849853515625,275.0,80.0,20634.0,96.0,1.0,0.25540369749069214,4.652515266065716,4388.0,275.0,80.0,15.956363636363637,0.029491961002349854,0.004013478755950928,0.004013478755950928,0.0034027099609375,-0.24680372859402588,-1.0,0.7325874125874137
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.0022012999979779124,0.6166027784347534,0.17640146613121033,0.17640146613121033,1.0,0.3108978271484375,287.0,86.0,20375.0,100.0,2.0,0.2581104338169098,4.9079754601226995,4338.0,287.0,86.0,15.114982578397212,0.005505025386810303,-0.0008005201816558838,-0.0008005201816558838,-0.00054931640625,0.008656465462957286,0.0,-0.10879364537901104
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.005556099989917129,0.6671714782714844,0.15916700661182404,0.15916700661182404,1.0,0.30377197265625,275.0,72.0,19908.0,109.0,1.0,0.26366284489631653,5.47518585493269,3963.0,275.0,72.0,14.41090909090909,0.05607372522354126,-0.018034979701042175,-0.018034979701042175,-0.0076751708984375,0.5758668602729475,-1.0,-0.8128671328671331
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.011572839994914829,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.3180694580078125,233.0,118.0,20845.0,70.0,1.0,0.25267449021339417,3.358119453106261,4425.0,233.0,118.0,18.991416309012877,0.0,0.0,0.0,0.006622314453125,-1.5411995415534814,-1.0,3.7676400852366534
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.011572839994914829,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.2967987060546875,324.0,70.0,19451.0,138.0,25.0,0.2686751186847687,7.094750912549483,3527.0,324.0,70.0,10.885802469135802,0.0,0.0,0.0,-0.0146484375,2.1954319178897412,23.0,-4.337973754640421
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.011572839994914829,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.3114471435546875,286.0,83.0,20411.0,100.0,2.0,0.25765517354011536,4.899318994659742,4354.0,286.0,83.0,15.223776223776223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.011572839994914829,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.3064422607421875,256.0,83.0,20083.0,85.0,0.0,0.26186326146125793,4.232435393118558,4262.0,256.0,83.0,16.6484375,0.0,0.0,0.0,-0.0050048828125,-0.6668836015411843,-2.0,1.4246612762237767
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.011572839994914829,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.1834869384765625,191.0,84.0,12025.0,57.0,5.0,0.27559250593185425,4.74012474012474,3979.0,191.0,84.0,20.832460732984295,0.0,0.0,0.0,-0.127960205078125,-0.15919425453500224,3.0,5.6086845092080715
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.046139500016579404,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.0607147216796875,191.0,84.0,3979.0,57.0,30.0,0.28223171830177307,14.325207338527267,3979.0,191.0,84.0,20.832460732984295,0.0,0.0,0.0,-0.250732421875,9.425888343867525,28.0,5.6086845092080715
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.046139500016579404,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.0634307861328125,210.0,103.0,4157.0,57.0,28.0,0.2766418159008026,13.711811402453693,4157.0,210.0,103.0,19.795238095238094,0.0,0.0,0.0,-0.248016357421875,8.81249240779395,26.0,4.571461871461871
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.299835205078125,310.0,171.0,19650.0,78.0,2.0,0.317404568195343,3.9694656488549622,4328.0,310.0,171.0,13.961290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.005782500025816262,0.6110318303108215,0.20812028646469116,0.20812028646469116,1.0,0.367767333984375,369.0,244.0,24102.0,73.0,2.0,0.4399634897708893,3.0287942909302132,5425.0,369.0,244.0,14.70189701897019,0.05518072843551636,0.04970237612724304,0.04970237612724304,0.06793212890625,-0.940671357924749,0.0,0.7406066963895448
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0014258999726735055,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.299835205078125,310.0,171.0,19650.0,78.0,2.0,0.317404568195343,3.9694656488549622,4328.0,310.0,171.0,13.961290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.0023433000314980745,0.5493466258049011,0.14424541592597961,0.14424541592597961,1.0,0.3388519287109375,323.0,210.0,22207.0,70.0,0.0,0.4335569739341736,3.152159229071914,4708.0,323.0,210.0,14.575851393188854,-0.006504476070404053,-0.014172494411468506,-0.014172494411468506,0.0390167236328125,-0.8173064197830482,-2.0,0.6145610706082092
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9032818999839947,0.6303757429122925,0.12064065039157867,0.12064065039157867,1.0,0.2362060546875,281.0,108.0,15480.0,90.0,3.0,0.4346253275871277,5.813953488372093,3595.0,281.0,108.0,12.793594306049823,0.0745246410369873,-0.037777259945869446,-0.037777259945869446,-0.063629150390625,1.8444878395171305,1.0,-1.1676960165308223
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,2.0347953000455163,0.5681400299072266,0.14850682020187378,0.14850682020187378,1.0,0.2952423095703125,314.0,162.0,19349.0,81.0,2.0,0.30192774534225464,4.186262855961548,4229.0,314.0,162.0,13.468152866242038,0.012288928031921387,-0.00991109013557434,-0.00991109013557434,-0.0045928955078125,0.2167972071065858,0.0,-0.49313745633860684
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.34838129999116063,0.5586124658584595,0.14928258955478668,0.14928258955478668,1.0,0.2917633056640625,298.0,169.0,19121.0,70.0,1.0,0.4290047585964203,3.6608963966319754,4155.0,298.0,169.0,13.942953020134228,0.002761363983154297,-0.009135320782661438,-0.009135320782661438,-0.0080718994140625,-0.3085692522229868,-1.0,-0.01833730244641707
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.11700329999439418,0.5566948056221008,0.1543315351009369,0.1543315351009369,1.0,0.29583740234375,307.0,166.0,19388.0,76.0,3.0,0.4235609769821167,3.9199504848359807,4233.0,307.0,166.0,13.788273615635179,0.0008437037467956543,-0.0040863752365112305,-0.0040863752365112305,-0.003997802734375,-0.04951516401898148,1.0,-0.17301670694546623
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0029405999812297523,0.5810049772262573,0.16171830892562866,0.16171830892562866,1.0,0.3041839599609375,313.0,168.0,19935.0,82.0,5.0,0.2946074604988098,4.113368447454227,4370.0,313.0,168.0,13.961661341853036,0.02515387535095215,0.003300398588180542,0.003300398588180542,0.0043487548828125,0.1439027985992647,3.0,0.00037101927239113763
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.003394999948795885,0.5670680999755859,0.15735319256782532,0.15735319256782532,1.0,0.2977447509765625,304.0,171.0,19513.0,75.0,1.0,0.3195818066596985,3.843591451852611,4283.0,304.0,171.0,14.088815789473685,0.011216998100280762,-0.0010647177696228027,-0.0010647177696228027,-0.0020904541015625,-0.12587419700235136,-1.0,0.12752546689304012
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.00930899998638779,0.6195917725563049,0.1399126499891281,0.1399126499891281,1.0,0.2879180908203125,266.0,130.0,18869.0,74.0,2.0,0.2951931655406952,3.9217764587418515,3752.0,266.0,130.0,14.105263157894736,0.06374067068099976,-0.018505260348320007,-0.018505260348320007,-0.0119171142578125,-0.04768919011311068,0.0,0.14397283531409144
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.0139059399953112,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.3088531494140625,264.0,220.0,20241.0,50.0,0.0,0.32661429047584534,2.4702336841065167,4413.0,264.0,220.0,16.71590909090909,0.0,0.0,0.0,0.0090179443359375,-1.4992319647484456,-2.0,2.754618768328445
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.0139059399953112,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.286590576171875,312.0,112.0,18782.0,120.0,36.0,0.2948567867279053,6.389095942924076,3400.0,312.0,112.0,10.897435897435898,0.0,0.0,0.0,-0.01324462890625,2.4196302940691137,34.0,-3.063854425144747
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.0139059399953112,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.299835205078125,310.0,171.0,19650.0,78.0,2.0,0.317404568195343,3.9694656488549622,4328.0,310.0,171.0,13.961290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.0139059399953112,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.29437255859375,286.0,167.0,19292.0,69.0,0.0,0.30219781398773193,3.5766120671781048,4193.0,286.0,167.0,14.660839160839162,0.0,0.0,0.0,-0.005462646484375,-0.39285358167685747,-2.0,0.6995488382585169
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.0139059399953112,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.1797332763671875,213.0,159.0,11779.0,44.0,3.0,0.3794040381908417,3.7354614143815263,3891.0,213.0,159.0,18.267605633802816,0.0,0.0,0.0,-0.1201019287109375,-0.23400423447343588,1.0,4.306315311222171
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.047300349979195744,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.0593719482421875,213.0,159.0,3891.0,44.0,25.0,0.38730403780937195,11.308147005911076,3891.0,213.0,159.0,18.267605633802816,0.0,0.0,0.0,-0.2404632568359375,7.338681357056114,23.0,4.306315311222171
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.047300349979195744,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.0627593994140625,248.0,204.0,4113.0,44.0,23.0,0.3773401379585266,10.697787503039143,4113.0,248.0,204.0,16.58467741935484,0.0,0.0,0.0,-0.2370758056640625,6.7283218541841805,21.0,2.623387096774195
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.5507125854492188,0.14321988821029663,0.14321988821029663,1.0,0.307464599609375,188.0,97.0,20150.0,55.0,2.0,0.32570719718933105,2.729528535980149,3768.0,188.0,97.0,20.04255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.00790440000128001,0.6352585554122925,0.17715603113174438,0.17715603113174438,1.0,0.326019287109375,209.0,114.0,21366.0,58.0,0.0,0.4073761999607086,2.714593279041468,3987.0,209.0,114.0,19.076555023923444,0.08454596996307373,0.033936142921447754,0.033936142921447754,0.0185546875,-0.014935256938680919,-2.0,-0.9659981675659175
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0012733000330626965,0.5507125854492188,0.14321988821029663,0.14321988821029663,1.0,0.307464599609375,188.0,97.0,20150.0,55.0,2.0,0.32570719718933105,2.729528535980149,3768.0,188.0,97.0,20.04255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.002362900006119162,0.5562782287597656,0.11948465555906296,0.11948465555906296,1.0,0.319793701171875,223.0,101.0,20958.0,71.0,1.0,0.446846067905426,3.3877278366256323,3865.0,223.0,101.0,17.331838565022423,0.005565643310546875,-0.023735232651233673,-0.023735232651233673,0.0123291015625,0.6581993006454834,-1.0,-2.710714626466938
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9593387999921106,0.6576511859893799,0.10799950361251831,0.10799950361251831,1.0,0.233123779296875,207.0,64.0,15278.0,74.0,3.0,0.34801676869392395,4.843565911768556,3207.0,207.0,64.0,15.492753623188406,0.10693860054016113,-0.03522038459777832,-0.03522038459777832,-0.0743408203125,2.114037375788407,1.0,-4.549799568300955
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,2.288838200038299,0.5672122836112976,0.13215875625610352,0.13215875625610352,1.0,0.3006439208984375,200.0,103.0,19703.0,56.0,0.0,0.321169376373291,2.842206770542557,3687.0,200.0,103.0,18.435,0.016499698162078857,-0.011061131954193115,-0.011061131954193115,-0.0068206787109375,0.112678234562408,-2.0,-1.6075531914893624
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.32736140000633895,0.5672121047973633,0.13774992525577545,0.13774992525577545,1.0,0.3037109375,173.0,97.0,19904.0,47.0,0.0,0.4481511116027832,2.3613344051446945,3741.0,173.0,97.0,21.6242774566474,0.01649951934814453,-0.005469962954521179,-0.005469962954521179,-0.003753662109375,-0.3681941308354544,-2.0,1.5817242651580372
