Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Hybrid ID,Stage order,Stage,Stage family,Output domain,Stage note,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs previous stage,Delta Local contrast vs previous stage,Delta Foreground/background separation proxy vs previous stage,Delta Ridge coverage in foreground vs previous stage,Delta Fragmentation per 1000 ridge pixels vs previous stage,Delta Small connected components <20px vs previous stage,Delta Ridge continuity proxy vs previous stage
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7714799046516418,0.16419799625873566,0.16419799625873566,1.0,0.3696441650390625,135.0,165.0,24225.0,23.0,0.0,0.8625386953353882,0.9494324045407636,6211.0,135.0,165.0,46.007407407407406,0.0,0.0,0.0,0.0118560791015625,-0.6285273361620682,0.0,6.462535612535611
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7714799046516418,0.16419799625873566,0.16419799625873566,1.0,0.098876953125,315.0,355.0,6480.0,23.0,9.0,0.8486111164093018,3.5493827160493825,6480.0,315.0,355.0,20.571428571428573,0.0,0.0,0.0,-0.2707672119140625,2.5999503115086187,9.0,-25.435978835978833
Medium,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.690665602684021,0.24140408635139465,0.24140408635139465,1.0,0.377532958984375,269.0,35.0,24742.0,110.0,1.0,0.28465765714645386,4.445881497049551,4380.0,269.0,35.0,16.28252788104089,,,,,,,
Medium,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005874200025573373,0.733955979347229,0.2472459375858307,0.2472459375858307,1.0,0.3997344970703125,255.0,48.0,26197.0,96.0,0.0,0.3580944240093231,3.6645417414207735,4537.0,255.0,48.0,17.7921568627451,0.04329037666320801,0.005841851234436035,0.005841851234436035,0.0222015380859375,-0.7813397556287773,-1.0,1.509628981704207
Medium,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9251596999820322,0.7456990480422974,0.18366184830665588,0.18366184830665588,1.0,0.3582305908203125,266.0,30.0,23477.0,112.0,1.0,0.31520211696624756,4.770626570686203,4370.0,266.0,30.0,16.428571428571427,0.01174306869506836,-0.0635840892791748,-0.0635840892791748,-0.04150390625,1.1060848292654297,1.0,-1.3635854341736717
Medium,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7456990480422974,0.18366184830665588,0.18366184830665588,1.0,0.3646392822265625,233.0,50.0,23897.0,85.0,1.0,0.3151441514492035,3.556931832447588,4371.0,233.0,50.0,18.759656652360515,0.0,0.0,0.0,0.00640869140625,-1.2136947382386154,0.0,2.3310852237890884
Medium,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7456990480422974,0.18366184830665588,0.18366184830665588,1.0,0.0737457275390625,367.0,186.0,4833.0,85.0,28.0,0.28595075011253357,17.58741982205669,4833.0,367.0,186.0,13.168937329700272,0.0,0.0,0.0,-0.2908935546875,14.030487989609103,27.0,-5.590719322660243
Hard,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.7494031190872192,0.21506711840629578,0.21506711840629578,1.0,0.412994384765625,201.0,108.0,27066.0,63.0,1.0,0.36906081438064575,2.3276435380181777,5943.0,201.0,108.0,29.567164179104477,,,,,,,
Hard,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005570299981627613,0.7578811645507812,0.2502739429473877,0.2502739429473877,1.0,0.4228057861328125,208.0,94.0,27709.0,63.0,0.0,0.47493594884872437,2.2736295066584864,6084.0,208.0,94.0,29.25,0.008478045463562012,0.03520682454109192,0.03520682454109192,0.0098114013671875,-0.054014031359691295,-1.0,-0.31716417910447703
Hard,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,1.0953486999496818,0.765454888343811,0.18307805061340332,0.18307805061340332,1.0,0.37841796875,227.0,63.0,24800.0,84.0,2.0,0.395725816488266,3.3870967741935485,5706.0,227.0,63.0,25.136563876651984,0.007573723793029785,-0.06719589233398438,-0.06719589233398438,-0.0443878173828125,1.113467267535062,2.0,-4.113436123348016
Hard,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.765454888343811,0.18307805061340332,0.18307805061340332,1.0,0.3849029541015625,207.0,97.0,25225.0,64.0,1.0,0.4193062484264374,2.537165510406343,5771.0,207.0,97.0,27.879227053140095,0.0,0.0,0.0,0.0064849853515625,-0.8499312637872056,-1.0,2.7426631764881115
Hard,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.765454888343811,0.18307805061340332,0.18307805061340332,1.0,0.0937347412109375,355.0,244.0,6143.0,64.0,18.0,0.360410213470459,10.418362363665961,6143.0,355.0,244.0,17.304225352112677,0.0,0.0,0.0,-0.291168212890625,7.881196853259619,17.0,-10.575001701027418
Hard,1,179__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\179__M_Right_little_finger_CR.BMP,data\SOCOFing\Real\179__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5684996843338013,0.15989677608013153,0.15989677608013153,1.0,0.2586517333984375,320.0,89.0,16951.0,121.0,5.0,0.3070615231990814,7.1382219338092145,3569.0,320.0,89.0,11.153125,,,,,,,
Hard,1,179__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\179__M_Right_little_finger_CR.BMP,data\SOCOFing\Real\179__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.004748100007418543,0.6207441091537476,0.20738354325294495,0.20738354325294495,1.0,0.3467559814453125,388.0,177.0,22725.0,112.0,1.0,0.3453025221824646,4.928492849284928,4755.0,388.0,177.0,12.255154639175258,0.05224442481994629,0.047486767172813416,0.047486767172813416,0.088104248046875,-2.2097290845242865,-4.0,1.1020296391752584
Hard,1,179__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\179__M_Right_little_finger_CR.BMP,data\SOCOFing\Real\179__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9394094999879599,0.6506741046905518,0.1551618129014969,0.1551618129014969,1.0,0.2926177978515625,392.0,111.0,19177.0,143.0,5.0,0.34056422114372253,7.456849350784794,4204.0,392.0,111.0,10.724489795918368,0.0299299955368042,-0.05222173035144806,-0.05222173035144806,-0.05413818359375,2.528356501499866,4.0,-1.53066484325689
Hard,1,179__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\179__M_Right_little_finger_CR.BMP,data\SOCOFing\Real\179__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.6506741046905518,0.1551618129014969,0.1551618129014969,1.0,0.3046112060546875,301.0,178.0,19963.0,78.0,2.0,0.32865801453590393,3.907228372489105,4377.0,301.0,178.0,14.541528239202657,0.0,0.0,0.0,0.011993408203125,-3.5496209782956893,-3.0,3.8170384432842894
Hard,1,179__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\179__M_Right_little_finger_CR.BMP,data\SOCOFing\Real\179__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.6506741046905518,0.1551618129014969,0.1551618129014969,1.0,0.07391357421875,478.0,366.0,4844.0,78.0,37.0,0.208298921585083,16.102394715111476,4844.0,478.0,366.0,10.133891213389122,0.0,0.0,0.0,-0.2306976318359375,12.195166342622372,35.0,-4.407637025813536
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.6110977530479431,0.1772019863128662,0.1772019863128662,1.0,0.3114471435546875,286.0,83.0,20411.0,100.0,2.0,0.25765517354011536,4.899318994659742,4354.0,286.0,83.0,15.223776223776223,,,,,,,
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.004727400024421513,0.6518491506576538,0.2108292430639267,0.2108292430639267,1.0,0.3587799072265625,300.0,111.0,23513.0,92.0,3.0,0.3596733808517456,3.9127291285671753,4901.0,300.0,111.0,16.336666666666666,0.04075139760971069,0.033627256751060486,0.033627256751060486,0.047332763671875,-0.9865898660925669,1.0,1.1128904428904427
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9487128999899141,0.7040094137191772,0.15563693642616272,0.15563693642616272,1.0,0.30780029296875,296.0,64.0,20172.0,114.0,1.0,0.29754114151000977,5.651397977394408,4428.0,296.0,64.0,14.95945945945946,0.05216026306152344,-0.05519230663776398,-0.05519230663776398,-0.0509796142578125,1.738668848827233,-2.0,-1.3772072072072064
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7040094137191772,0.15563693642616272,0.15563693642616272,1.0,0.3152618408203125,244.0,102.0,20661.0,75.0,0.0,0.2981462776660919,3.63002758820967,4484.0,244.0,102.0,18.37704918032787,0.0,0.0,0.0,0.0074615478515625,-2.0213703891847383,-1.0,3.41758972086841
Hard,2,25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\25__F_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\25__F_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7040094137191772,0.15563693642616272,0.15563693642616272,1.0,0.075042724609375,388.0,242.0,4918.0,75.0,32.0,0.2010980099439621,15.250101667344449,4918.0,388.0,242.0,12.675257731958762,0.0,0.0,0.0,-0.2402191162109375,11.62007407913478,32.0,-5.701791448369107
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5558511018753052,0.15841791033744812,0.15841791033744812,1.0,0.299835205078125,310.0,171.0,19650.0,78.0,2.0,0.317404568195343,3.9694656488549622,4328.0,310.0,171.0,13.961290322580645,,,,,,,
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.004947800014633685,0.6110318303108215,0.20812028646469116,0.20812028646469116,1.0,0.367767333984375,369.0,244.0,24102.0,73.0,2.0,0.4399634897708893,3.0287942909302132,5425.0,369.0,244.0,14.70189701897019,0.05518072843551636,0.04970237612724304,0.04970237612724304,0.06793212890625,-0.940671357924749,0.0,0.7406066963895448
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9506241000490263,0.6424176096916199,0.15462076663970947,0.15462076663970947,1.0,0.302093505859375,373.0,191.0,19798.0,95.0,2.0,0.33654913306236267,4.798464491362765,4832.0,373.0,191.0,12.954423592493297,0.03138577938079834,-0.05349951982498169,-0.05349951982498169,-0.065673828125,1.7696702004325515,0.0,-1.7474734264768923
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.6424176096916199,0.15462076663970947,0.15462076663970947,1.0,0.3119659423828125,316.0,244.0,20445.0,58.0,1.0,0.3360234797000885,2.8368794326241136,4912.0,316.0,244.0,15.544303797468354,0.0,0.0,0.0,0.0098724365234375,-1.9615850587386512,-1.0,2.5898802049750564
Hard,3,335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\335__M_Left_middle_finger_CR.BMP,data\SOCOFing\Real\335__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.6424176096916199,0.15462076663970947,0.15462076663970947,1.0,0.0810394287109375,498.0,442.0,5311.0,58.0,31.0,0.37883636355400085,10.92073055921672,5311.0,498.0,442.0,10.664658634538153,0.0,0.0,0.0,-0.230926513671875,8.083851126592606,30.0,-4.879645162930201
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5507125854492188,0.14321988821029663,0.14321988821029663,1.0,0.307464599609375,188.0,97.0,20150.0,55.0,2.0,0.32570719718933105,2.729528535980149,3768.0,188.0,97.0,20.04255319148936,,,,,,,
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.0048411000170744956,0.6352585554122925,0.17715603113174438,0.17715603113174438,1.0,0.326019287109375,209.0,114.0,21366.0,58.0,0.0,0.4073761999607086,2.714593279041468,3987.0,209.0,114.0,19.076555023923444,0.08454596996307373,0.033936142921447754,0.033936142921447754,0.0185546875,-0.014935256938680919,-2.0,-0.9659981675659175
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9299713000073098,0.6810811758041382,0.13257011771202087,0.13257011771202087,1.0,0.2728118896484375,217.0,87.0,17879.0,71.0,0.0,0.37440574169158936,3.97113932546563,3675.0,217.0,87.0,16.93548387096774,0.0458226203918457,-0.04458591341972351,-0.04458591341972351,-0.0532073974609375,1.256546046424162,0.0,-2.1410711529557034
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.6810811758041382,0.13257011771202087,0.13257011771202087,1.0,0.2775726318359375,190.0,122.0,18191.0,51.0,0.0,0.38771921396255493,2.803584189984058,3755.0,190.0,122.0,19.763157894736842,0.0,0.0,0.0,0.0047607421875,-1.1675551354815719,0.0,2.8276740237691023
Hard,4,40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\40__F_Right_little_finger_Obl.BMP,data\SOCOFing\Real\40__F_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.6810811758041382,0.13257011771202087,0.13257011771202087,1.0,0.0621795654296875,308.0,244.0,4075.0,51.0,25.0,0.3136196434497833,12.515337423312882,4075.0,308.0,244.0,13.230519480519481,0.0,0.0,0.0,-0.21539306640625,9.711753233328825,25.0,-6.532638414217361
Hard,5,48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Real\48__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.6989280581474304,0.1772633045911789,0.1772633045911789,1.0,0.362823486328125,185.0,89.0,23778.0,51.0,0.0,0.27655816078186035,2.144839767852637,4421.0,185.0,89.0,23.897297297297296,,,,,,,
Hard,5,48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Real\48__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005617199989501387,0.7508617639541626,0.20863768458366394,0.20863768458366394,1.0,0.37896728515625,195.0,93.0,24836.0,52.0,0.0,0.3569818139076233,2.0937349009502335,4834.0,195.0,93.0,24.78974358974359,0.05193370580673218,0.031374379992485046,0.031374379992485046,0.016143798828125,-0.05110486690240368,0.0,0.8924462924462944
Hard,5,48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Real\48__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9028934999951161,0.771378755569458,0.15416434407234192,0.15416434407234192,1.0,0.3332672119140625,218.0,63.0,21841.0,76.0,3.0,0.35694336891174316,3.4796941531981136,4558.0,218.0,63.0,20.908256880733944,0.02051699161529541,-0.05447334051132202,-0.05447334051132202,-0.0457000732421875,1.38595925224788,3.0,-3.8814867090096463
Hard,5,48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Real\48__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.771378755569458,0.15416434407234192,0.15416434407234192,1.0,0.3424072265625,187.0,82.0,22440.0,57.0,3.0,0.37736186385154724,2.5401069518716577,4548.0,187.0,82.0,24.32085561497326,0.0,0.0,0.0,0.0091400146484375,-0.9395872013264559,0.0,3.4125987342393174
Hard,5,48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\48__F_Left_index_finger_Obl.BMP,data\SOCOFing\Real\48__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.771378755569458,0.15416434407234192,0.15416434407234192,1.0,0.076202392578125,365.0,258.0,4994.0,57.0,21.0,0.2999599575996399,11.413696435722867,4994.0,365.0,258.0,13.682191780821919,0.0,0.0,0.0,-0.266204833984375,8.873589483851209,18.0,-10.638663834151343
Hard,6,566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Real\566__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.7534165382385254,0.20936381816864014,0.20936381816864014,1.0,0.3741302490234375,228.0,90.0,24519.0,68.0,0.0,0.36534932255744934,2.7733594355397857,5671.0,228.0,90.0,24.87280701754386,,,,,,,
Hard,6,566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Real\566__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005394199979491532,0.7835589647293091,0.24823248386383057,0.24823248386383057,1.0,0.420013427734375,247.0,105.0,27526.0,67.0,0.0,0.45782169699668884,2.434062341059362,6231.0,247.0,105.0,25.22672064777328,0.03014242649078369,0.03886866569519043,0.03886866569519043,0.0458831787109375,-0.33929709448042367,0.0,0.353913630229421
Hard,6,566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Real\566__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.930616200028453,0.7937101721763611,0.18237635493278503,0.18237635493278503,1.0,0.37164306640625,281.0,72.0,24356.0,99.0,0.0,0.32008540630340576,4.064706848415175,5771.0,281.0,72.0,20.537366548042705,0.010151207447052002,-0.06585612893104553,-0.06585612893104553,-0.048370361328125,1.6306445073558127,0.0,-4.689354099730576
Hard,6,566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Real\566__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7937101721763611,0.18237635493278503,0.18237635493278503,1.0,0.3813323974609375,245.0,109.0,24991.0,75.0,0.0,0.3744547963142395,3.0010803889400184,5798.0,245.0,109.0,23.66530612244898,0.0,0.0,0.0,0.0096893310546875,-1.0636264594751563,0.0,3.1279395744062732
Hard,6,566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\566__M_Left_middle_finger_Zcut.BMP,data\SOCOFing\Real\566__M_Left_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7937101721763611,0.18237635493278503,0.18237635493278503,1.0,0.09375,385.0,256.0,6144.0,75.0,21.0,0.310546875,12.20703125,6144.0,385.0,256.0,15.958441558441558,0.0,0.0,0.0,-0.2875823974609375,9.205950861059982,21.0,-7.70686456400742
Hard,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.7001280188560486,0.2355526089668274,0.2355526089668274,1.0,0.375152587890625,268.0,36.0,24586.0,110.0,2.0,0.2864231765270233,4.474090946066868,4485.0,268.0,36.0,16.73507462686567,,,,,,,
