Experiment,Split,Scenario ID,Scenario,Image,Relative path,Seed,Method ID,Member,Technique,Role,Is member technique,Is baseline,Fixed parameters,Degradation parameters,Runtime (s),Input MSE,Input PSNR (dB),Input SSIM,MSE,MSE_255_equivalent,PSNR (dB),SSIM,Delta PSNR vs degraded input (dB),PSNR delta to 28.17 dB,Target exceeded
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.29137830005493015,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0018986396024791262,123.45904015120519,27.21557464704141,0.8879749351432323,0.010891906224461678,-0.9544253529585909,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.0057073000352829695,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0031137959702309545,202.47458296426782,25.067098477427876,0.861389731477052,-2.1375842633890727,-3.1029015225721253,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.8992240000516176,0.001903407279495424,27.20468274081695,0.8733701479203702,0.013861170720808696,901.3226261205855,18.582000874648305,0.8280964264634203,-8.622681866168644,-9.587999125351697,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.0019560999935492873,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0015388190273874951,100.06170725587187,28.128124523117354,0.9017503028687238,0.9234417823004044,-0.041875476882648144,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.000847900053486228,0.001903407279495424,27.20468274081695,0.8733701479203702,0.001903407279495424,123.76905834918993,27.20468274081695,0.8733701479203702,0.0,-0.9653172591830526,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.00012229999992996454,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0019032871127096307,123.76124450394373,27.204956930266476,0.7428131429225504,0.0,-0.9650430697335253,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.0921496000373736,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0008344819015862363,54.262185650645016,30.785830779499392,0.9040560610564947,3.5808738492329155,2.6158307794993902,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.890200800029561,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0024754643973659077,160.96707243871816,26.063433153994396,0.7433558600104041,-1.1415237762720807,-2.106566846005606,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.006361300009302795,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0009045248172755223,58.81672624334084,30.435795129855308,0.9099743538298607,3.230838199588831,2.265795129855306,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.2911549999844283,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.001392233042195941,90.52995356879107,28.562880632393018,0.7765255021522641,1.3579237021265413,0.39288063239301607,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.00569509994238615,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.003302181076733288,214.72432451458207,24.81199115667447,0.748448252186954,-2.3929657735920067,-3.358008843325532,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9303697000723332,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.017638340679841387,1146.9331027066862,17.5354227336997,0.7203571209218306,-9.669534196566776,-10.634577266300301,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.0020454999757930636,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.001352660358547488,87.95673981455042,28.688112373459468,0.8065820807495713,1.4831554431929916,0.5181123734594664,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.0010179000673815608,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0019032871127096307,123.76124450394373,27.204956930266476,0.7428131429225504,0.0,-0.9650430697335253,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.00030499999411404133,0.002031270406233776,26.922322587132548,0.9139492286464572,0.002031270406233776,132.0833581653513,26.922322587132548,0.9139492286464572,0.0,-1.2476774128674535,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.09481520007830113,0.002031270406233776,26.922322587132548,0.9139492286464572,0.001394595682737294,90.68358426999254,28.55551683578449,0.9523853311181069,1.633194248651943,0.3855168357844896,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.9253595999907702,0.002031270406233776,26.922322587132548,0.9139492286464572,0.0036321657296866736,236.18157657287594,24.398343435633084,0.9011839856184796,-2.5239791514994643,-3.7716565643669178,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.005580199998803437,0.002031270406233776,26.922322587132548,0.9139492286464572,0.001493925928706994,97.14253351417229,28.256709350181413,0.9505342468670607,1.3343867630488653,0.08670935018141179,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.32771019998472184,0.002031270406233776,26.922322587132548,0.9139492286464572,0.0020935021772696006,136.12997907695578,26.791265831005838,0.9191508635531068,-0.13105675612671064,-1.3787341689941641,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.006118999910540879,0.002031270406233776,26.922322587132548,0.9139492286464572,0.004506178530676768,293.0142589572568,23.461916059207056,0.8935809563493728,-3.4604065279254925,-4.708083940792946,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9613290999550372,0.002031270406233776,26.922322587132548,0.9139492286464572,0.015866026258960157,1031.688357488884,17.99531831273082,0.8352637241138364,-8.927004274401728,-10.174681687269182,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.0032577000092715025,0.002031270406233776,26.922322587132548,0.9139492286464572,0.001729281057945243,112.44650079288944,27.621344156359157,0.9304542691822648,0.6990215692266091,-0.5486558436408444,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,576__M_Left_middle_finger.BMP,data\SOCOFing\Real\576__M_Left_middle_finger.BMP,20260912,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.001179700018838048,0.002031270406233776,26.922322587132548,0.9139492286464572,0.002031270406233776,132.0833581653513,26.922322587132548,0.9139492286464572,0.0,-1.2476774128674535,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.0001998000079765916,0.001830779564256493,27.373639439507528,0.8725444532354772,0.001830779564256493,119.04644116577846,27.373639439507528,0.8725444532354772,0.0,-0.7963605604924737,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.1009211998898536,0.001830779564256493,27.373639439507528,0.8725444532354772,0.0012803398035443943,83.25409572547424,28.92674752837074,0.9426693833119869,1.5531080888632118,0.7567475283707381,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.9547824999317527,0.001830779564256493,27.373639439507528,0.8725444532354772,0.0031405463842003193,204.21402863262574,25.02994787913949,0.856607482861422,-2.3436915603680397,-3.1400521208605134,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.005076100002042949,0.001830779564256493,27.373639439507528,0.8725444532354772,0.0012278025944374598,79.83786370329582,29.108714532584727,0.9450542095925808,1.7350750930771994,0.9387145325847257,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.30331660003867,0.001830779564256493,27.373639439507528,0.8725444532354772,0.001625313299582125,105.68599730532767,27.8906291089138,0.8885112454654575,0.5169896694062714,-0.2793708910862023,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.006852900027297437,0.001830779564256493,27.373639439507528,0.8725444532354772,0.003400701039418678,221.13058508819952,24.684315458496023,0.8462481243586987,-2.689323981011505,-3.4856845415039786,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9189901000354439,0.001830779564256493,27.373639439507528,0.8725444532354772,0.016463361059407617,1070.5300528879802,17.834814971587868,0.7787377387245928,-9.53882446791966,-10.335185028412134,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.0018442999571561813,0.001830779564256493,27.373639439507528,0.8725444532354772,0.0013737837663689162,89.33028940813877,28.620816198696563,0.9018977979111076,1.2471767591890348,0.4508161986965611,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,506__M_Right_ring_finger.BMP,data\SOCOFing\Real\506__M_Right_ring_finger.BMP,20260913,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.0010244000004604459,0.001830779564256493,27.373639439507528,0.8725444532354772,0.001830779564256493,119.04644116577846,27.373639439507528,0.8725444532354772,0.0,-0.7963605604924737,False
